frame,roi_x,roi_y,roi_width,roi_height,num_points,tracking_status
136,383,0,58,58,8,OK
137,383,0,58,58,7,OK
138,383,0,58,58,7,OK
139,383,0,58,58,7,OK
140,383,0,58,58,8,OK
141,383,0,58,58,8,OK
142,383,0,58,58,8,OK
143,383,0,58,58,7,OK
144,383,0,58,58,7,OK
145,383,0,58,58,7,OK
146,383,0,58,58,7,OK
147,383,0,58,58,7,OK
148,383,0,58,58,7,OK
149,383,0,58,58,7,OK
150,383,0,58,58,7,OK
151,383,0,58,58,7,OK
152,383,0,58,58,7,OK
153,383,0,58,58,7,OK
154,383,0,58,58,8,OK
155,383,0,58,58,8,OK
156,383,0,58,58,8,OK
157,383,0,58,58,8,OK
158,383,0,58,58,8,OK
159,383,0,58,58,8,OK
160,383,0,58,58,7,OK
161,383,0,58,58,7,OK
162,383,0,58,58,7,OK
163,383,0,58,58,7,OK
164,383,0,58,58,7,OK
165,383,0,58,58,7,OK
166,383,0,58,58,7,OK
167,383,0,58,58,7,OK
168,383,0,58,58,7,OK
169,383,0,58,58,7,OK
170,383,0,58,58,7,OK
171,383,0,58,58,7,OK
172,383,0,58,58,7,OK
173,383,0,58,58,7,OK
174,383,0,58,58,7,OK
175,383,0,58,58,7,OK
176,383,0,58,58,7,OK
177,383,0,58,58,7,OK
178,383,0,58,58,7,OK
179,383,0,58,58,7,OK
180,383,0,58,58,7,OK
181,383,0,58,58,7,OK
182,383,0,58,58,7,OK
183,383,0,58,58,7,OK
184,383,0,58,58,7,OK
185,383,0,58,58,7,OK
186,383,0,58,58,7,OK
187,383,0,58,58,7,OK
188,383,0,58,58,7,OK
189,383,0,58,58,7,OK
190,383,0,58,58,7,OK
191,383,0,58,58,7,OK
192,383,0,58,58,8,OK
193,383,0,58,58,8,OK
194,383,0,58,58,8,OK
195,383,0,58,58,8,OK
196,383,0,58,58,8,OK
197,383,0,58,58,8,OK
198,383,0,58,58,8,OK
199,383,0,58,58,8,OK
200,383,0,58,58,8,OK
201,383,0,58,58,8,OK
202,383,0,58,58,8,OK
203,383,0,58,58,8,OK
204,383,0,58,58,8,OK
205,383,0,58,58,8,OK
206,383,0,58,58,8,OK
207,383,0,58,58,8,OK
208,383,0,58,58,8,OK
209,383,0,58,58,8,OK
210,383,0,58,58,8,OK
211,383,0,58,58,8,OK
212,383,0,58,58,8,OK
213,383,0,58,58,8,OK
214,383,0,58,58,8,OK
215,383,0,58,58,8,OK
216,383,0,58,58,8,OK
217,383,0,58,58,8,OK
218,383,0,58,58,8,OK
219,383,0,58,58,8,OK
220,383,0,58,58,8,OK
221,383,0,58,58,8,OK
222,383,0,58,58,8,OK
223,383,0,58,58,8,OK
224,383,0,58,58,9,OK
225,383,0,58,58,9,OK
226,383,0,58,58,9,OK
227,383,0,58,58,9,OK
228,383,0,58,58,9,OK
229,383,0,58,58,9,OK
230,383,0,58,58,9,OK
231,383,0,58,58,9,OK
232,383,0,58,58,9,OK
233,383,0,58,58,9,OK
234,383,0,58,58,9,OK
235,383,0,58,58,9,OK
236,383,0,58,58,9,OK
237,383,0,58,58,9,OK
238,383,0,58,58,9,OK
239,383,0,58,58,9,OK
240,383,0,58,58,9,OK
241,383,0,58,58,9,OK
242,383,0,58,58,9,OK
243,383,0,58,58,9,OK
244,383,0,58,58,9,OK
245,383,0,58,58,9,OK
246,383,0,58,58,9,OK
247,383,0,58,58,9,OK
248,383,0,58,58,9,OK
249,383,0,58,58,9,OK
250,383,0,58,58,10,OK
251,383,0,58,58,10,OK
252,383,0,58,58,10,OK
253,383,0,58,58,10,OK
254,383,0,58,58,10,OK
255,383,0,58,58,10,OK
256,383,0,58,58,10,OK
257,383,0,58,58,9,OK
258,383,0,58,58,9,OK
259,383,0,58,58,9,OK
260,383,0,58,58,9,OK
261,383,0,58,58,9,OK
262,383,0,58,58,9,OK
263,383,0,58,58,9,OK
264,383,0,58,58,9,OK
265,383,0,58,58,9,OK
266,383,0,58,58,9,OK
267,383,0,58,58,9,OK
268,383,0,58,58,9,OK
269,383,0,58,58,9,OK
270,383,0,58,58,8,OK
271,383,0,58,58,8,OK
272,383,0,58,58,8,OK
273,383,0,58,58,8,OK
274,383,0,58,58,8,OK
275,383,0,58,58,8,OK
276,383,0,58,58,8,OK
277,383,0,58,58,8,OK
278,383,0,58,58,8,OK
279,383,0,58,58,8,OK
280,383,0,58,58,8,OK
281,383,0,58,58,8,OK
282,383,0,58,58,8,OK
283,383,0,58,58,9,OK
284,383,0,58,58,9,OK
285,383,0,58,58,9,OK
286,383,0,58,58,9,OK
287,383,0,58,58,9,OK
288,383,0,58,58,9,OK
289,383,0,58,58,9,OK
290,383,0,58,58,9,OK
291,383,0,58,58,9,OK
292,383,0,58,58,9,OK
293,383,0,58,58,9,OK
294,383,0,58,58,9,OK
295,383,0,58,58,9,OK
296,383,0,58,58,9,OK
297,383,0,58,58,9,OK
298,383,0,58,58,9,OK
299,383,0,58,58,8,OK
300,383,0,58,58,8,OK
301,383,0,58,58,8,OK
302,383,0,58,58,8,OK
303,383,0,58,58,8,OK
304,383,0,58,58,8,OK
305,383,0,58,58,8,OK
306,383,0,58,58,8,OK
307,383,0,58,58,8,OK
308,383,0,58,58,8,OK
309,383,0,58,58,8,OK
310,383,0,58,58,8,OK
311,383,0,58,58,8,OK
312,383,0,58,58,8,OK
313,383,0,58,58,8,OK
314,383,0,58,58,8,OK
315,383,0,58,58,8,OK
316,383,0,58,58,8,OK
317,383,0,58,58,8,OK
318,383,0,58,58,8,OK
319,383,0,58,58,8,OK
320,383,0,58,58,8,OK
321,383,0,58,58,8,OK
322,383,0,58,58,8,OK
323,383,0,58,58,8,OK
324,383,0,58,58,8,OK
325,383,0,58,58,8,OK
326,383,0,58,58,8,OK
327,383,0,58,58,8,OK
328,383,0,58,58,8,OK
329,383,0,58,58,8,OK
330,383,0,58,58,8,OK
331,383,0,58,58,8,OK
332,383,0,58,58,8,OK
333,383,0,58,58,9,OK
334,383,0,58,58,9,OK
335,383,0,58,58,9,OK
336,383,0,58,58,9,OK
337,383,0,58,58,9,OK
338,383,0,58,58,9,OK
339,383,0,58,58,9,OK
340,383,0,58,58,9,OK
341,383,0,58,58,9,OK
342,383,0,58,58,9,OK
343,383,0,58,58,8,OK
344,383,0,58,58,8,OK
345,383,0,58,58,9,OK
346,383,0,58,58,9,OK
347,383,0,58,58,9,OK
348,383,0,58,58,8,OK
349,383,0,58,58,8,OK
350,383,0,58,58,8,OK
351,383,0,58,58,8,OK
352,383,0,58,58,8,OK
353,383,0,58,58,8,OK
354,383,0,58,58,8,OK
355,383,0,58,58,8,OK
356,383,0,58,58,8,OK
357,383,0,58,58,8,OK
358,383,0,58,58,8,OK
359,383,0,58,58,8,OK
360,383,0,58,58,8,OK
361,383,0,58,58,8,OK
362,383,0,58,58,8,OK
363,383,0,58,58,8,OK
364,383,0,58,58,8,OK
365,383,0,58,58,8,OK
366,383,0,58,58,8,OK
367,383,0,58,58,8,OK
368,383,0,58,58,8,OK
369,383,0,58,58,8,OK
370,383,0,58,58,8,OK
371,383,0,58,58,8,OK
372,383,0,58,58,8,OK
373,383,0,58,58,8,OK
374,383,0,58,58,8,OK
375,383,0,58,58,8,OK
376,383,0,58,58,8,OK
377,383,0,58,58,8,OK
378,383,0,58,58,9,OK
379,383,0,58,58,9,OK
380,383,0,58,58,9,OK
381,383,0,58,58,9,OK
382,383,0,58,58,9,OK
383,383,0,58,58,9,OK
384,383,0,58,58,9,OK
385,383,0,58,58,9,OK
386,383,0,58,58,9,OK
387,383,0,58,58,9,OK
388,383,0,58,58,9,OK
389,383,0,58,58,9,OK
390,383,0,58,58,9,OK
391,383,0,58,58,8,OK
392,383,0,58,58,8,OK
393,383,0,58,58,8,OK
394,383,0,58,58,8,OK
395,383,0,58,58,8,OK
396,383,0,58,58,8,OK
397,383,0,58,58,8,OK
398,383,0,58,58,8,OK
399,383,0,58,58,8,OK
400,383,0,58,58,8,OK
401,383,0,58,58,8,OK
402,383,0,58,58,9,OK
403,383,0,58,58,9,OK
404,383,0,58,58,9,OK
405,383,0,58,58,9,OK
406,383,0,58,58,9,OK
407,383,0,58,58,9,OK
408,383,0,58,58,9,OK
409,383,0,58,58,8,OK
410,383,0,58,58,8,OK
411,383,0,58,58,8,OK
412,383,0,58,58,8,OK
413,383,0,58,58,8,OK
414,383,0,58,58,8,OK
415,383,0,58,58,8,OK
416,383,0,58,58,8,OK
417,383,0,58,58,8,OK
418,383,0,58,58,8,OK
419,383,0,58,58,8,OK
420,383,0,58,58,8,OK
421,383,0,58,58,8,OK
422,383,0,58,58,8,OK
423,383,0,58,58,8,OK
424,383,0,58,58,8,OK
425,383,0,58,58,8,OK
426,383,0,58,58,8,OK
427,383,0,58,58,8,OK
428,383,0,58,58,8,OK
429,383,0,58,58,9,OK
430,383,0,58,58,9,OK
431,383,0,58,58,9,OK
432,383,0,58,58,9,OK
433,383,0,58,58,9,OK
434,383,0,58,58,9,OK
435,383,0,58,58,9,OK
436,383,0,58,58,9,OK
437,383,0,58,58,9,OK
438,383,0,58,58,9,OK
439,383,0,58,58,9,OK
440,383,0,58,58,9,OK
441,383,0,58,58,9,OK
442,383,0,58,58,9,OK
443,383,0,58,58,9,OK
444,383,0,58,58,9,OK
445,383,0,58,58,9,OK
446,383,0,58,58,9,OK
447,383,0,58,58,9,OK
448,383,0,58,58,9,OK
449,383,0,58,58,9,OK
450,383,0,58,58,9,OK
451,383,0,58,58,9,OK
452,383,0,58,58,9,OK
453,383,0,58,58,9,OK
454,383,0,58,58,9,OK
455,383,0,58,58,9,OK
456,383,0,58,58,9,OK
457,383,0,58,58,9,OK
458,383,0,58,58,9,OK
459,383,0,58,58,9,OK
460,383,0,58,58,9,OK
461,383,0,58,58,8,OK
462,383,0,58,58,8,OK
463,383,0,58,58,8,OK
464,383,0,58,58,8,OK
465,383,0,58,58,8,OK
466,383,0,58,58,8,OK
467,383,0,58,58,8,OK
468,383,0,58,58,8,OK
469,383,0,58,58,8,OK
470,383,0,58,58,8,OK
471,383,0,58,58,8,OK
472,383,0,58,58,8,OK
473,383,0,58,58,8,OK
474,383,0,58,58,9,OK
475,383,0,58,58,9,OK
476,383,0,58,58,9,OK
477,383,0,58,58,9,OK
478,383,0,58,58,9,OK
479,383,0,58,58,9,OK
480,383,0,58,58,9,OK
481,383,0,58,58,9,OK
482,383,0,58,58,9,OK
483,383,0,58,58,9,OK
484,383,0,58,58,9,OK
485,383,0,58,58,8,OK
486,383,0,58,58,8,OK
487,383,0,58,58,8,OK
488,383,0,58,58,8,OK
489,383,0,58,58,8,OK
490,383,0,58,58,8,OK
491,383,0,58,58,8,OK
492,383,0,58,58,9,OK
493,383,0,58,58,9,OK
494,383,0,58,58,9,OK
495,383,0,58,58,9,OK
496,383,0,58,58,9,OK
497,383,0,58,58,9,OK
498,383,0,58,58,9,OK
499,383,0,58,58,9,OK
500,383,0,58,58,8,OK
501,383,0,58,58,8,OK
502,383,0,58,58,8,OK
503,383,0,58,58,8,OK
504,383,0,58,58,8,OK
505,383,0,58,58,8,OK
506,383,0,58,58,8,OK
507,383,0,58,58,8,OK
508,383,0,58,58,8,OK
509,383,0,58,58,8,OK
510,383,0,58,58,8,OK
511,383,0,58,58,8,OK
512,383,0,58,58,8,OK
513,383,0,58,58,8,OK
514,383,0,58,58,8,OK
515,383,0,58,58,8,OK
516,383,0,58,58,8,OK
517,383,0,58,58,8,OK
518,383,0,58,58,8,OK
519,383,0,58,58,8,OK
520,383,0,58,58,8,OK
521,383,0,58,58,8,OK
522,383,0,58,58,8,OK
523,383,0,58,58,8,OK
524,383,0,58,58,8,OK
525,383,0,58,58,8,OK
526,383,0,58,58,8,OK
527,383,0,58,58,8,OK
528,383,0,58,58,8,OK
529,383,0,58,58,8,OK
530,383,0,58,58,8,OK
531,383,0,58,58,8,OK
532,383,0,58,58,8,OK
533,383,0,58,58,8,OK
534,383,0,58,58,8,OK
535,383,0,58,58,7,OK
536,383,0,58,58,8,OK
537,383,0,58,58,7,OK
538,383,0,58,58,7,OK
539,383,0,58,58,7,OK
540,383,0,58,58,7,OK
541,383,0,58,58,7,OK
542,383,0,58,58,7,OK
543,383,0,58,58,7,OK
544,383,0,58,58,7,OK
545,383,0,58,58,7,OK
546,383,0,58,58,7,OK
547,383,0,58,58,7,OK
548,383,0,58,58,7,OK
549,383,0,58,58,7,OK
550,383,0,58,58,7,OK
551,383,0,58,58,8,OK
552,383,0,58,58,8,OK
553,383,0,58,58,8,OK
554,383,0,58,58,8,OK
555,383,0,58,58,8,OK
556,383,0,58,58,8,OK
557,383,0,58,58,8,OK
558,383,0,58,58,7,OK
559,383,0,58,58,7,OK
560,383,0,58,58,7,OK
561,383,0,58,58,7,OK
562,383,0,58,58,7,OK
563,383,0,58,58,7,OK
564,383,0,58,58,7,OK
