frame,roi_x,roi_y,roi_width,roi_height,num_points,tracking_status
199,409,0,58,58,6,OK
200,409,0,58,58,6,OK
201,409,0,58,58,6,OK
202,409,0,58,58,6,OK
203,409,0,58,58,6,OK
204,409,0,58,58,6,OK
205,409,0,58,58,6,OK
206,409,0,58,58,6,OK
207,409,0,58,58,6,OK
208,409,0,58,58,6,OK
209,409,0,58,58,6,OK
210,409,0,58,58,6,OK
211,409,0,58,58,6,OK
212,409,0,58,58,6,OK
213,409,0,58,58,6,OK
214,409,0,58,58,6,OK
215,409,0,58,58,6,OK
216,409,0,58,58,6,OK
217,409,0,58,58,6,OK
218,409,0,58,58,6,OK
219,409,0,58,58,6,OK
220,409,0,58,58,6,OK
221,409,0,58,58,6,OK
222,409,0,58,58,6,OK
223,409,0,58,58,6,OK
224,409,0,58,58,6,OK
225,409,0,58,58,6,OK
226,409,0,58,58,6,OK
227,409,0,58,58,6,OK
228,409,0,58,58,6,OK
229,409,0,58,58,6,OK
230,409,0,58,58,6,OK
231,409,0,58,58,6,OK
232,409,0,58,58,6,OK
233,409,0,58,58,6,OK
234,409,0,58,58,6,OK
235,409,0,58,58,6,OK
236,409,0,58,58,6,OK
237,409,0,58,58,6,OK
238,409,0,58,58,6,OK
239,409,0,58,58,6,OK
240,409,0,58,58,6,OK
241,409,0,58,58,6,OK
242,409,0,58,58,6,OK
243,409,0,58,58,6,OK
244,409,0,58,58,6,OK
245,409,0,58,58,6,OK
246,409,0,58,58,6,OK
247,409,0,58,58,6,OK
248,409,0,58,58,6,OK
249,409,0,58,58,6,OK
250,409,0,58,58,5,OK
251,409,0,58,58,5,OK
252,409,0,58,58,5,OK
253,409,0,58,58,5,OK
254,409,0,58,58,5,OK
255,409,0,58,58,5,OK
256,409,0,58,58,5,OK
257,409,0,58,58,5,OK
258,409,0,58,58,5,OK
259,409,0,58,58,5,OK
260,409,0,58,58,5,OK
261,409,0,58,58,5,OK
262,409,0,58,58,5,OK
263,409,0,58,58,5,OK
264,409,0,58,58,5,OK
265,409,0,58,58,5,OK
266,409,0,58,58,5,OK
267,409,0,58,58,5,OK
268,409,0,58,58,5,OK
269,409,0,58,58,5,OK
270,409,0,58,58,5,OK
271,409,0,58,58,5,OK
272,409,0,58,58,6,OK
273,409,0,58,58,6,OK
274,409,0,58,58,5,OK
275,409,0,58,58,5,OK
276,409,0,58,58,5,OK
277,409,0,58,58,5,OK
278,409,0,58,58,5,OK
279,409,0,58,58,5,OK
280,409,0,58,58,5,OK
281,409,0,58,58,6,OK
282,409,0,58,58,6,OK
283,409,0,58,58,6,OK
284,409,0,58,58,6,OK
285,409,0,58,58,6,OK
286,409,0,58,58,6,OK
287,409,0,58,58,6,OK
288,409,0,58,58,6,OK
289,409,0,58,58,6,OK
290,409,0,58,58,6,OK
291,409,0,58,58,6,OK
292,409,0,58,58,6,OK
293,409,0,58,58,6,OK
294,409,0,58,58,6,OK
295,409,0,58,58,6,OK
296,409,0,58,58,6,OK
297,409,0,58,58,6,OK
298,409,0,58,58,6,OK
299,409,0,58,58,6,OK
300,409,0,58,58,6,OK
301,409,0,58,58,6,OK
302,409,0,58,58,6,OK
303,409,0,58,58,6,OK
304,409,0,58,58,6,OK
305,409,0,58,58,6,OK
306,409,0,58,58,6,OK
307,409,0,58,58,6,OK
308,409,0,58,58,6,OK
309,409,0,58,58,6,OK
310,409,0,58,58,6,OK
311,409,0,58,58,6,OK
312,409,0,58,58,6,OK
313,409,0,58,58,6,OK
314,409,0,58,58,6,OK
315,409,0,58,58,6,OK
316,409,0,58,58,6,OK
317,409,0,58,58,6,OK
318,409,0,58,58,6,OK
319,409,0,58,58,6,OK
320,409,0,58,58,6,OK
321,409,0,58,58,6,OK
322,409,0,58,58,6,OK
323,409,0,58,58,6,OK
324,409,0,58,58,6,OK
325,409,0,58,58,6,OK
326,409,0,58,58,6,OK
327,409,0,58,58,6,OK
328,409,0,58,58,6,OK
329,409,0,58,58,6,OK
330,409,0,58,58,6,OK
331,409,0,58,58,6,OK
332,409,0,58,58,6,OK
333,409,0,58,58,6,OK
334,409,0,58,58,6,OK
335,409,0,58,58,6,OK
336,409,0,58,58,6,OK
337,409,0,58,58,6,OK
338,409,0,58,58,6,OK
339,409,0,58,58,6,OK
340,409,0,58,58,6,OK
341,409,0,58,58,6,OK
342,409,0,58,58,6,OK
343,409,0,58,58,6,OK
344,409,0,58,58,6,OK
345,409,0,58,58,6,OK
346,409,0,58,58,6,OK
347,409,0,58,58,6,OK
348,409,0,58,58,6,OK
349,409,0,58,58,6,OK
350,409,0,58,58,6,OK
351,409,0,58,58,6,OK
352,409,0,58,58,6,OK
353,409,0,58,58,6,OK
354,409,0,58,58,6,OK
355,409,0,58,58,6,OK
356,409,0,58,58,6,OK
357,409,0,58,58,6,OK
358,409,0,58,58,6,OK
359,409,0,58,58,6,OK
360,409,0,58,58,6,OK
361,409,0,58,58,6,OK
362,409,0,58,58,6,OK
363,409,0,58,58,6,OK
364,409,0,58,58,6,OK
365,409,0,58,58,6,OK
366,409,0,58,58,6,OK
367,409,0,58,58,6,OK
368,409,0,58,58,6,OK
369,409,0,58,58,6,OK
370,409,0,58,58,6,OK
371,409,0,58,58,6,OK
372,409,0,58,58,6,OK
373,409,0,58,58,6,OK
374,409,0,58,58,6,OK
375,409,0,58,58,6,OK
376,409,0,58,58,6,OK
377,409,0,58,58,6,OK
378,409,0,58,58,6,OK
379,409,0,58,58,6,OK
380,409,0,58,58,6,OK
381,409,0,58,58,6,OK
382,409,0,58,58,6,OK
383,409,0,58,58,6,OK
384,409,0,58,58,6,OK
385,409,0,58,58,6,OK
386,409,0,58,58,6,OK
387,409,0,58,58,6,OK
388,409,0,58,58,6,OK
389,409,0,58,58,6,OK
390,409,0,58,58,6,OK
391,409,0,58,58,6,OK
392,409,0,58,58,6,OK
393,409,0,58,58,6,OK
394,409,0,58,58,6,OK
395,409,0,58,58,6,OK
396,409,0,58,58,6,OK
397,409,0,58,58,6,OK
398,409,0,58,58,6,OK
399,409,0,58,58,6,OK
400,409,0,58,58,6,OK
401,409,0,58,58,6,OK
402,409,0,58,58,6,OK
403,409,0,58,58,6,OK
404,409,0,58,58,6,OK
405,409,0,58,58,6,OK
406,409,0,58,58,6,OK
407,409,0,58,58,6,OK
408,409,0,58,58,6,OK
409,409,0,58,58,6,OK
410,409,0,58,58,6,OK
411,409,0,58,58,6,OK
412,409,0,58,58,6,OK
413,409,0,58,58,6,OK
414,409,0,58,58,6,OK
415,409,0,58,58,6,OK
416,409,0,58,58,6,OK
417,409,0,58,58,6,OK
418,409,0,58,58,6,OK
419,409,0,58,58,6,OK
420,409,0,58,58,6,OK
421,409,0,58,58,6,OK
422,409,0,58,58,6,OK
423,409,0,58,58,6,OK
424,409,0,58,58,6,OK
425,409,0,58,58,6,OK
426,409,0,58,58,6,OK
427,409,0,58,58,6,OK
428,409,0,58,58,6,OK
429,409,0,58,58,6,OK
430,409,0,58,58,6,OK
431,409,0,58,58,6,OK
432,409,0,58,58,6,OK
433,409,0,58,58,6,OK
434,409,0,58,58,6,OK
435,409,0,58,58,6,OK
436,409,0,58,58,6,OK
437,409,0,58,58,6,OK
438,409,0,58,58,6,OK
439,409,0,58,58,6,OK
440,409,0,58,58,6,OK
441,409,0,58,58,6,OK
442,409,0,58,58,5,OK
443,409,0,58,58,6,OK
444,409,0,58,58,6,OK
445,409,0,58,58,6,OK
446,409,0,58,58,6,OK
447,409,0,58,58,6,OK
448,409,0,58,58,6,OK
449,409,0,58,58,6,OK
450,409,0,58,58,6,OK
451,409,0,58,58,6,OK
452,409,0,58,58,6,OK
453,409,0,58,58,6,OK
454,409,0,58,58,6,OK
455,409,0,58,58,6,OK
456,409,0,58,58,6,OK
457,409,0,58,58,6,OK
458,409,0,58,58,6,OK
459,409,0,58,58,6,OK
460,409,0,58,58,6,OK
461,409,0,58,58,6,OK
462,409,0,58,58,6,OK
463,409,0,58,58,6,OK
464,409,0,58,58,6,OK
465,409,0,58,58,6,OK
466,409,0,58,58,6,OK
467,409,0,58,58,6,OK
468,409,0,58,58,6,OK
469,409,0,58,58,6,OK
470,409,0,58,58,6,OK
471,409,0,58,58,6,OK
472,409,0,58,58,6,OK
473,409,0,58,58,6,OK
474,409,0,58,58,6,OK
475,409,0,58,58,6,OK
476,409,0,58,58,6,OK
477,409,0,58,58,6,OK
478,409,0,58,58,6,OK
479,409,0,58,58,5,OK
480,409,0,58,58,5,OK
481,409,0,58,58,5,OK
482,409,0,58,58,5,OK
483,409,0,58,58,5,OK
484,409,0,58,58,5,OK
485,409,0,58,58,5,OK
486,409,0,58,58,5,OK
487,409,0,58,58,5,OK
488,409,0,58,58,5,OK
489,409,0,58,58,5,OK
490,409,0,58,58,5,OK
491,409,0,58,58,5,OK
492,409,0,58,58,5,OK
493,409,0,58,58,5,OK
494,409,0,58,58,5,OK
495,409,0,58,58,5,OK
496,409,0,58,58,5,OK
497,409,0,58,58,5,OK
498,409,0,58,58,5,OK
499,409,0,58,58,5,OK
500,409,0,58,58,7,OK
501,409,0,58,58,7,OK
502,409,0,58,58,7,OK
503,409,0,58,58,7,OK
504,409,0,58,58,7,OK
505,409,0,58,58,7,OK
506,409,0,58,58,7,OK
507,409,0,58,58,7,OK
508,409,0,58,58,7,OK
509,409,0,58,58,7,OK
510,409,0,58,58,7,OK
511,409,0,58,58,7,OK
512,409,0,58,58,7,OK
513,409,0,58,58,7,OK
514,409,0,58,58,7,OK
515,409,0,58,58,7,OK
516,409,0,58,58,7,OK
517,409,0,58,58,7,OK
518,409,0,58,58,7,OK
519,409,0,58,58,7,OK
520,409,0,58,58,7,OK
521,409,0,58,58,7,OK
522,409,0,58,58,7,OK
523,409,0,58,58,7,OK
524,409,0,58,58,7,OK
525,409,0,58,58,7,OK
526,409,0,58,58,7,OK
527,409,0,58,58,7,OK
528,409,0,58,58,7,OK
529,409,0,58,58,7,OK
530,409,0,58,58,7,OK
531,409,0,58,58,7,OK
532,409,0,58,58,7,OK
533,409,0,58,58,7,OK
534,409,0,58,58,7,OK
535,409,0,58,58,7,OK
536,409,0,58,58,7,OK
537,409,0,58,58,7,OK
538,409,0,58,58,7,OK
539,409,0,58,58,7,OK
540,409,0,58,58,7,OK
541,409,0,58,58,7,OK
542,409,0,58,58,7,OK
543,409,0,58,58,7,OK
544,409,0,58,58,7,OK
545,409,0,58,58,7,OK
546,409,0,58,58,7,OK
547,409,0,58,58,7,OK
548,409,0,58,58,7,OK
549,409,0,58,58,7,OK
550,409,0,58,58,7,OK
551,409,0,58,58,7,OK
552,409,0,58,58,7,OK
553,409,0,58,58,7,OK
554,409,0,58,58,7,OK
555,409,0,58,58,7,OK
556,409,0,58,58,7,OK
557,409,0,58,58,7,OK
558,409,0,58,58,7,OK
559,409,0,58,58,7,OK
560,409,0,58,58,7,OK
561,409,0,58,58,7,OK
562,409,0,58,58,7,OK
563,409,0,58,58,7,OK
564,409,0,58,58,7,OK
565,409,0,58,58,7,OK
566,409,0,58,58,6,OK
567,409,0,58,58,6,OK
568,409,0,58,58,6,OK
569,409,0,58,58,6,OK
570,409,0,58,58,6,OK
571,409,0,58,58,6,OK
572,409,0,58,58,6,OK
573,409,0,58,58,6,OK
574,409,0,58,58,6,OK
575,409,0,58,58,6,OK
576,409,0,58,58,6,OK
577,409,0,58,58,6,OK
578,409,0,58,58,6,OK
579,409,0,58,58,6,OK
580,409,0,58,58,6,OK
581,409,0,58,58,6,OK
582,409,0,58,58,6,OK
583,409,0,58,58,6,OK
584,409,0,58,58,6,OK
585,409,0,58,58,6,OK
586,409,0,58,58,6,OK
587,409,0,58,58,6,OK
588,409,0,58,58,6,OK
589,409,0,58,58,6,OK
590,409,0,58,58,6,OK
591,409,0,58,58,6,OK
592,409,0,58,58,6,OK
593,409,0,58,58,6,OK
594,409,0,58,58,6,OK
595,409,0,58,58,6,OK
596,409,0,58,58,6,OK
597,409,0,58,58,6,OK
598,409,0,58,58,6,OK
599,409,0,58,58,6,OK
600,409,0,58,58,6,OK
601,409,0,58,58,6,OK
602,409,0,58,58,6,OK
603,409,0,58,58,6,OK
604,409,0,58,58,6,OK
605,409,0,58,58,6,OK
606,409,0,58,58,6,OK
