frame,roi_x,roi_y,roi_width,roi_height,num_points,tracking_status
146,394,0,57,57,9,OK
147,394,0,57,57,8,OK
148,394,0,57,57,8,OK
149,394,0,57,57,8,OK
150,394,0,57,57,8,OK
151,394,0,57,57,8,OK
152,394,0,57,57,8,OK
153,394,0,57,57,9,OK
154,394,0,57,57,9,OK
155,394,0,57,57,9,OK
156,394,0,57,57,9,OK
157,394,0,57,57,9,OK
158,394,0,57,57,9,OK
159,394,0,57,57,9,OK
160,394,0,57,57,10,OK
161,394,0,57,57,9,OK
162,394,0,57,57,9,OK
163,394,0,57,57,10,OK
164,394,0,57,57,10,OK
165,394,0,57,57,10,OK
166,394,0,57,57,9,OK
167,394,0,57,57,9,OK
168,394,0,57,57,9,OK
169,394,0,57,57,9,OK
170,394,0,57,57,10,OK
171,394,0,57,57,10,OK
172,394,0,57,57,10,OK
173,394,0,57,57,10,OK
174,394,0,57,57,10,OK
175,394,0,57,57,9,OK
176,394,0,57,57,9,OK
177,394,0,57,57,10,OK
178,394,0,57,57,10,OK
179,394,0,57,57,10,OK
180,394,0,57,57,10,OK
181,394,0,57,57,10,OK
182,394,0,57,57,10,OK
183,394,0,57,57,10,OK
184,394,0,57,57,10,OK
185,394,0,57,57,10,OK
186,394,0,57,57,10,OK
187,394,0,57,57,10,OK
188,394,0,57,57,10,OK
189,394,0,57,57,10,OK
190,394,0,57,57,10,OK
191,394,0,57,57,10,OK
192,394,0,57,57,10,OK
193,394,0,57,57,10,OK
194,394,0,57,57,10,OK
195,394,0,57,57,10,OK
196,394,0,57,57,10,OK
197,394,0,57,57,10,OK
198,394,0,57,57,9,OK
199,394,0,57,57,10,OK
200,394,0,57,57,9,OK
201,394,0,57,57,9,OK
202,394,0,57,57,9,OK
203,394,0,57,57,10,OK
204,394,0,57,57,9,OK
205,394,0,57,57,9,OK
206,394,0,57,57,9,OK
207,394,0,57,57,9,OK
208,394,0,57,57,9,OK
209,394,0,57,57,9,OK
210,394,0,57,57,9,OK
211,394,0,57,57,9,OK
212,394,0,57,57,9,OK
213,394,0,57,57,10,OK
214,394,0,57,57,10,OK
215,394,0,57,57,10,OK
216,394,0,57,57,10,OK
217,394,0,57,57,10,OK
218,394,0,57,57,10,OK
219,394,0,57,57,11,OK
220,394,0,57,57,10,OK
221,394,0,57,57,9,OK
222,394,0,57,57,9,OK
223,394,0,57,57,9,OK
224,394,0,57,57,9,OK
225,394,0,57,57,8,OK
226,394,0,57,57,8,OK
227,394,0,57,57,8,OK
228,394,0,57,57,8,OK
229,394,0,57,57,8,OK
230,394,0,57,57,8,OK
231,394,0,57,57,8,OK
232,394,0,57,57,8,OK
233,394,0,57,57,8,OK
234,394,0,57,57,8,OK
235,394,0,57,57,9,OK
236,394,0,57,57,9,OK
237,394,0,57,57,9,OK
238,394,0,57,57,9,OK
239,394,0,57,57,9,OK
240,394,0,57,57,9,OK
241,394,0,57,57,9,OK
242,394,0,57,57,9,OK
243,394,0,57,57,9,OK
244,394,0,57,57,9,OK
245,394,0,57,57,9,OK
246,394,0,57,57,10,OK
247,394,0,57,57,9,OK
248,394,0,57,57,9,OK
249,394,0,57,57,9,OK
250,394,0,57,57,10,OK
251,394,0,57,57,10,OK
252,394,0,57,57,10,OK
253,394,0,57,57,10,OK
254,394,0,57,57,10,OK
255,394,0,57,57,10,OK
256,394,0,57,57,10,OK
257,394,0,57,57,10,OK
258,394,0,57,57,10,OK
259,394,0,57,57,10,OK
260,394,0,57,57,10,OK
261,394,0,57,57,10,OK
262,394,0,57,57,10,OK
263,394,0,57,57,10,OK
264,394,0,57,57,11,OK
265,394,0,57,57,12,OK
266,394,0,57,57,10,OK
267,394,0,57,57,10,OK
268,394,0,57,57,10,OK
269,394,0,57,57,10,OK
270,394,0,57,57,10,OK
271,394,0,57,57,10,OK
272,394,0,57,57,10,OK
273,394,0,57,57,10,OK
274,394,0,57,57,10,OK
275,394,0,57,57,10,OK
276,394,0,57,57,10,OK
277,394,0,57,57,10,OK
278,394,0,57,57,10,OK
279,394,0,57,57,10,OK
280,394,0,57,57,10,OK
281,394,0,57,57,10,OK
282,394,0,57,57,10,OK
283,394,0,57,57,11,OK
284,394,0,57,57,11,OK
285,394,0,57,57,11,OK
286,394,0,57,57,11,OK
287,394,0,57,57,11,OK
288,394,0,57,57,10,OK
289,394,0,57,57,10,OK
290,394,0,57,57,10,OK
291,394,0,57,57,10,OK
292,394,0,57,57,10,OK
293,394,0,57,57,11,OK
294,394,0,57,57,11,OK
295,394,0,57,57,11,OK
296,394,0,57,57,10,OK
297,394,0,57,57,10,OK
298,394,0,57,57,11,OK
299,394,0,57,57,11,OK
300,394,0,57,57,11,OK
301,394,0,57,57,10,OK
302,394,0,57,57,10,OK
303,394,0,57,57,10,OK
304,394,0,57,57,10,OK
305,394,0,57,57,10,OK
306,394,0,57,57,10,OK
307,394,0,57,57,10,OK
308,394,0,57,57,10,OK
309,394,0,57,57,9,OK
310,394,0,57,57,9,OK
311,394,0,57,57,9,OK
312,394,0,57,57,9,OK
313,394,0,57,57,9,OK
314,394,0,57,57,9,OK
315,394,0,57,57,9,OK
316,394,0,57,57,9,OK
317,394,0,57,57,9,OK
318,394,0,57,57,10,OK
319,394,0,57,57,11,OK
320,394,0,57,57,11,OK
321,394,0,57,57,11,OK
322,394,0,57,57,11,OK
323,394,0,57,57,10,OK
324,394,0,57,57,10,OK
325,394,0,57,57,10,OK
326,394,0,57,57,10,OK
327,394,0,57,57,10,OK
328,394,0,57,57,10,OK
329,394,0,57,57,10,OK
330,394,0,57,57,10,OK
331,394,0,57,57,10,OK
332,394,0,57,57,10,OK
333,394,0,57,57,10,OK
334,394,0,57,57,10,OK
335,394,0,57,57,10,OK
336,394,0,57,57,9,OK
337,394,0,57,57,9,OK
338,394,0,57,57,10,OK
339,394,0,57,57,10,OK
340,394,0,57,57,10,OK
341,394,0,57,57,9,OK
342,394,0,57,57,10,OK
343,394,0,57,57,9,OK
344,394,0,57,57,10,OK
345,394,0,57,57,9,OK
346,394,0,57,57,9,OK
347,394,0,57,57,10,OK
348,394,0,57,57,10,OK
349,394,0,57,57,10,OK
350,394,0,57,57,10,OK
351,394,0,57,57,10,OK
352,394,0,57,57,10,OK
353,394,0,57,57,10,OK
354,394,0,57,57,10,OK
355,394,0,57,57,10,OK
356,394,0,57,57,10,OK
357,394,0,57,57,10,OK
358,394,0,57,57,10,OK
359,394,0,57,57,10,OK
360,394,0,57,57,10,OK
361,394,0,57,57,11,OK
362,394,0,57,57,10,OK
363,394,0,57,57,10,OK
364,394,0,57,57,10,OK
365,394,0,57,57,10,OK
366,394,0,57,57,11,OK
367,394,0,57,57,11,OK
368,394,0,57,57,11,OK
369,394,0,57,57,10,OK
370,394,0,57,57,10,OK
371,394,0,57,57,10,OK
372,394,0,57,57,11,OK
373,394,0,57,57,11,OK
374,394,0,57,57,11,OK
375,394,0,57,57,10,OK
376,394,0,57,57,11,OK
377,394,0,57,57,11,OK
378,394,0,57,57,11,OK
379,394,0,57,57,11,OK
380,394,0,57,57,11,OK
381,394,0,57,57,11,OK
382,394,0,57,57,11,OK
383,394,0,57,57,11,OK
384,394,0,57,57,10,OK
385,394,0,57,57,10,OK
386,394,0,57,57,10,OK
387,394,0,57,57,11,OK
388,394,0,57,57,11,OK
389,394,0,57,57,11,OK
390,394,0,57,57,11,OK
391,394,0,57,57,12,OK
392,394,0,57,57,11,OK
393,394,0,57,57,11,OK
394,394,0,57,57,11,OK
395,394,0,57,57,11,OK
396,394,0,57,57,11,OK
397,394,0,57,57,11,OK
398,394,0,57,57,10,OK
399,394,0,57,57,10,OK
400,394,0,57,57,10,OK
401,394,0,57,57,10,OK
402,394,0,57,57,9,OK
403,394,0,57,57,9,OK
404,394,0,57,57,9,OK
405,394,0,57,57,10,OK
406,394,0,57,57,10,OK
407,394,0,57,57,9,OK
408,394,0,57,57,10,OK
409,394,0,57,57,9,OK
410,394,0,57,57,9,OK
411,394,0,57,57,10,OK
412,394,0,57,57,11,OK
413,394,0,57,57,10,OK
414,394,0,57,57,10,OK
415,394,0,57,57,10,OK
416,394,0,57,57,10,OK
417,394,0,57,57,10,OK
418,394,0,57,57,10,OK
419,394,0,57,57,10,OK
420,394,0,57,57,10,OK
421,394,0,57,57,10,OK
422,394,0,57,57,10,OK
423,394,0,57,57,10,OK
424,394,0,57,57,10,OK
425,394,0,57,57,10,OK
426,394,0,57,57,10,OK
427,394,0,57,57,10,OK
428,394,0,57,57,10,OK
429,394,0,57,57,10,OK
430,394,0,57,57,10,OK
431,394,0,57,57,9,OK
432,394,0,57,57,9,OK
433,394,0,57,57,9,OK
434,394,0,57,57,9,OK
435,394,0,57,57,10,OK
436,394,0,57,57,9,OK
437,394,0,57,57,9,OK
438,394,0,57,57,9,OK
439,394,0,57,57,9,OK
440,394,0,57,57,9,OK
441,394,0,57,57,9,OK
442,394,0,57,57,9,OK
443,394,0,57,57,9,OK
444,394,0,57,57,10,OK
445,394,0,57,57,10,OK
446,394,0,57,57,10,OK
447,394,0,57,57,10,OK
448,394,0,57,57,10,OK
449,394,0,57,57,10,OK
450,394,0,57,57,10,OK
451,394,0,57,57,10,OK
452,394,0,57,57,10,OK
453,394,0,57,57,10,OK
454,394,0,57,57,10,OK
455,394,0,57,57,10,OK
456,394,0,57,57,10,OK
457,394,0,57,57,10,OK
458,394,0,57,57,10,OK
459,394,0,57,57,11,OK
460,394,0,57,57,11,OK
461,394,0,57,57,10,OK
462,394,0,57,57,10,OK
463,394,0,57,57,10,OK
464,394,0,57,57,10,OK
465,394,0,57,57,10,OK
466,394,0,57,57,10,OK
467,394,0,57,57,10,OK
468,394,0,57,57,10,OK
469,394,0,57,57,10,OK
470,394,0,57,57,11,OK
471,394,0,57,57,11,OK
472,394,0,57,57,11,OK
473,394,0,57,57,11,OK
474,394,0,57,57,11,OK
475,394,0,57,57,11,OK
476,394,0,57,57,11,OK
477,394,0,57,57,11,OK
478,394,0,57,57,10,OK
479,394,0,57,57,10,OK
480,394,0,57,57,10,OK
481,394,0,57,57,10,OK
482,394,0,57,57,10,OK
483,394,0,57,57,10,OK
484,394,0,57,57,10,OK
485,394,0,57,57,11,OK
486,394,0,57,57,11,OK
487,394,0,57,57,11,OK
488,394,0,57,57,11,OK
489,394,0,57,57,11,OK
490,394,0,57,57,12,OK
491,394,0,57,57,12,OK
492,394,0,57,57,11,OK
493,394,0,57,57,12,OK
494,394,0,57,57,11,OK
495,394,0,57,57,10,OK
496,394,0,57,57,10,OK
497,394,0,57,57,10,OK
498,394,0,57,57,10,OK
499,394,0,57,57,10,OK
500,394,0,57,57,10,OK
501,394,0,57,57,10,OK
502,394,0,57,57,10,OK
503,394,0,57,57,10,OK
504,394,0,57,57,10,OK
505,394,0,57,57,9,OK
506,394,0,57,57,9,OK
507,394,0,57,57,9,OK
508,394,0,57,57,9,OK
509,394,0,57,57,9,OK
510,394,0,57,57,9,OK
511,394,0,57,57,9,OK
512,394,0,57,57,10,OK
513,394,0,57,57,9,OK
514,394,0,57,57,9,OK
515,394,0,57,57,9,OK
516,394,0,57,57,9,OK
517,394,0,57,57,9,OK
518,394,0,57,57,9,OK
519,394,0,57,57,9,OK
520,394,0,57,57,9,OK
521,394,0,57,57,9,OK
522,394,0,57,57,8,OK
523,394,0,57,57,8,OK
524,394,0,57,57,8,OK
525,394,0,57,57,8,OK
526,394,0,57,57,8,OK
527,394,0,57,57,8,OK
528,394,0,57,57,8,OK
529,394,0,57,57,8,OK
530,394,0,57,57,8,OK
531,394,0,57,57,8,OK
532,394,0,57,57,9,OK
533,394,0,57,57,9,OK
534,394,0,57,57,9,OK
535,394,0,57,57,9,OK
536,394,0,57,57,9,OK
537,394,0,57,57,9,OK
538,394,0,57,57,9,OK
539,394,0,57,57,9,OK
540,394,0,57,57,10,OK
541,394,0,57,57,10,OK
542,394,0,57,57,10,OK
543,394,0,57,57,9,OK
544,394,0,57,57,9,OK
545,394,0,57,57,9,OK
546,394,0,57,57,10,OK
547,394,0,57,57,10,OK
548,394,0,57,57,10,OK
549,394,0,57,57,10,OK
550,394,0,57,57,10,OK
551,394,0,57,57,10,OK
552,394,0,57,57,9,OK
553,394,0,57,57,9,OK
554,394,0,57,57,10,OK
555,394,0,57,57,10,OK
556,394,0,57,57,10,OK
557,394,0,57,57,10,OK
558,394,0,57,57,10,OK
559,394,0,57,57,10,OK
560,394,0,57,57,10,OK
561,394,0,57,57,10,OK
562,394,0,57,57,10,OK
563,394,0,57,57,10,OK
564,394,0,57,57,10,OK
565,394,0,57,57,10,OK
566,394,0,57,57,10,OK
567,394,0,57,57,9,OK
568,394,0,57,57,8,OK
569,394,0,57,57,8,OK
570,394,0,57,57,8,OK
571,394,0,57,57,9,OK
572,394,0,57,57,9,OK
573,394,0,57,57,10,OK
574,394,0,57,57,10,OK
575,394,0,57,57,10,OK
576,394,0,57,57,10,OK
577,394,0,57,57,10,OK
578,394,0,57,57,10,OK
579,394,0,57,57,11,OK
580,394,0,57,57,11,OK
581,394,0,57,57,10,OK
582,394,0,57,57,10,OK
583,394,0,57,57,10,OK
584,394,0,57,57,10,OK
585,394,0,57,57,10,OK
586,394,0,57,57,9,OK
587,394,0,57,57,9,OK
588,394,0,57,57,9,OK
589,394,0,57,57,9,OK
590,394,0,57,57,9,OK
591,394,0,57,57,9,OK
592,394,0,57,57,9,OK
593,394,0,57,57,9,OK
594,394,0,57,57,9,OK
595,394,0,57,57,9,OK
596,394,0,57,57,9,OK
597,394,0,57,57,9,OK
598,394,0,57,57,8,OK
599,394,0,57,57,8,OK
600,394,0,57,57,8,OK
601,394,0,57,57,8,OK
602,394,0,57,57,9,OK
603,394,0,57,57,9,OK
604,394,0,57,57,9,OK
605,394,0,57,57,8,OK
606,394,0,57,57,8,OK
607,394,0,57,57,8,OK
608,394,0,57,57,9,OK
609,394,0,57,57,9,OK
610,394,0,57,57,9,OK
611,394,0,57,57,8,OK
612,394,0,57,57,9,OK
613,394,0,57,57,9,OK
614,394,0,57,57,9,OK
615,394,0,57,57,9,OK
616,394,0,57,57,9,OK
617,394,0,57,57,9,OK
618,394,0,57,57,9,OK
619,394,0,57,57,9,OK
620,394,0,57,57,9,OK
621,394,0,57,57,9,OK
622,394,0,57,57,9,OK
623,394,0,57,57,9,OK
